id,source node,generated timestamp,complete,main chain arrival timestamp,finalization timestamps
3a64083ef3,82,0.21698476759674673,True,0.6501022182567618,9.7704964180507;9.517496292893776;10.976711344934948;13.928302600716362;14.824928108539977;17.520214886963704;18.990640774901966;19.407536480941175;20.416031921772607;31.70023354615246;73.85991779695188;80.0463725981277;79.92183604509387;80.83926440428021;80.31570287150366;82.92979652356637;85.35566239195705;86.6427371528383;86.48145113202237;86.75021610197987;88.65177167412338;91.57255057713135;95.02046133526422;91.16136677498268;95.40049203105183;101.53313863393127;101.48968498905373;105.28940934364599;103.53899639639427;108.46075086573569;108.43325529189251;108.62474520769564;110.53483601031925;117.97837611973476;119.14658138148741;195.0458547661055;208.0378084437863;209.02746760255766;221.19989694859783
1562c24b8a,30,1.0418375492651402,True,5.155022110038247,10.976711344934948;13.928302600716362;14.824928108539977;17.520214886963704;18.990640774901966;19.407536480941175;20.416031921772607;31.70023354615246;73.85991779695188;80.0463725981277;79.92183604509387;80.83926440428021;80.31570287150366;82.92979652356637;85.35566239195705;86.6427371528383;86.48145113202237;86.75021610197987;88.65177167412338;91.57255057713135;95.02046133526422;91.16136677498268;95.40049203105183;101.53313863393127;101.48968498905373;105.28940934364599;103.53899639639427;108.46075086573569;108.43325529189251;108.62474520769564;110.53483601031925;117.97837611973476;119.14658138148741;195.0458547661055;208.0378084437863;209.02746760255766;221.19989694859783
fe9fa10744,81,3.0564300997915286,True,5.155022110038247,10.976711344934948;13.928302600716362;14.824928108539977;17.520214886963704;18.990640774901966;19.407536480941175;20.416031921772607;31.70023354615246;73.85991779695188;80.0463725981277;79.92183604509387;80.83926440428021;80.31570287150366;82.92979652356637;85.35566239195705;86.6427371528383;86.48145113202237;86.75021610197987;88.65177167412338;91.57255057713135;95.02046133526422;91.16136677498268;95.40049203105183;101.53313863393127;101.48968498905373;105.28940934364599;103.53899639639427;108.46075086573569;108.43325529189251;108.62474520769564;110.53483601031925;117.97837611973476;119.14658138148741;195.0458547661055;208.0378084437863;209.02746760255766;221.19989694859783
419271b45c,24,6.19963091767706,True,9.517496292893776,13.928302600716362;13.928302600716362;14.824928108539977;14.824928108539977;17.520214886963704;17.520214886963704;18.990640774901966;18.990640774901966;19.407536480941175;19.407536480941175;20.416031921772607;20.416031921772607;31.70023354615246;31.70023354615246;73.85991779695188;73.85991779695188;80.0463725981277;80.0463725981277;79.92183604509387;79.92183604509387;80.83926440428021;80.83926440428021;80.31570287150366;80.31570287150366;82.92979652356637;82.92979652356637;85.35566239195705;85.35566239195705;86.6427371528383;86.6427371528383;86.48145113202237;86.48145113202237;86.75021610197987;86.75021610197987;88.65177167412338;88.65177167412338;91.57255057713135;91.57255057713135;95.02046133526422;95.02046133526422;91.16136677498268;91.16136677498268;95.40049203105183;95.40049203105183;101.53313863393127;101.53313863393127;101.48968498905373;101.48968498905373;105.28940934364599;105.28940934364599;103.53899639639427;103.53899639639427;108.46075086573569;108.46075086573569;108.43325529189251;108.43325529189251;108.62474520769564;108.62474520769564;110.53483601031925;110.53483601031925;117.97837611973476;117.97837611973476;119.14658138148741;119.14658138148741;195.0458547661055;195.0458547661055;208.0378084437863;208.0378084437863;209.02746760255766;209.02746760255766;221.19989694859783;221.19989694859783
4ddfa48bdf,11,7.577465824907495,True,9.517496292893776,13.928302600716362;13.928302600716362;14.824928108539977;14.824928108539977;17.520214886963704;17.520214886963704;18.990640774901966;18.990640774901966;19.407536480941175;19.407536480941175;20.416031921772607;20.416031921772607;31.70023354615246;31.70023354615246;73.85991779695188;73.85991779695188;80.0463725981277;80.0463725981277;79.92183604509387;79.92183604509387;80.83926440428021;80.83926440428021;80.31570287150366;80.31570287150366;82.92979652356637;82.92979652356637;85.35566239195705;85.35566239195705;86.6427371528383;86.6427371528383;86.48145113202237;86.48145113202237;86.75021610197987;86.75021610197987;88.65177167412338;88.65177167412338;91.57255057713135;91.57255057713135;95.02046133526422;95.02046133526422;91.16136677498268;91.16136677498268;95.40049203105183;95.40049203105183;101.53313863393127;101.53313863393127;101.48968498905373;101.48968498905373;105.28940934364599;105.28940934364599;103.53899639639427;103.53899639639427;108.46075086573569;108.46075086573569;108.43325529189251;108.43325529189251;108.62474520769564;108.62474520769564;110.53483601031925;110.53483601031925;117.97837611973476;117.97837611973476;119.14658138148741;119.14658138148741;195.0458547661055;195.0458547661055;208.0378084437863;208.0378084437863;209.02746760255766;209.02746760255766;221.19989694859783;221.19989694859783
bc75d3d860,64,7.9533026558599085,True,9.517496292893776,13.928302600716362;13.928302600716362;14.824928108539977;14.824928108539977;17.520214886963704;17.520214886963704;18.990640774901966;18.990640774901966;19.407536480941175;19.407536480941175;20.416031921772607;20.416031921772607;31.70023354615246;31.70023354615246;73.85991779695188;73.85991779695188;80.0463725981277;80.0463725981277;79.92183604509387;79.92183604509387;80.83926440428021;80.83926440428021;80.31570287150366;80.31570287150366;82.92979652356637;82.92979652356637;85.35566239195705;85.35566239195705;86.6427371528383;86.6427371528383;86.48145113202237;86.48145113202237;86.75021610197987;86.75021610197987;88.65177167412338;88.65177167412338;91.57255057713135;91.57255057713135;95.02046133526422;95.02046133526422;91.16136677498268;91.16136677498268;95.40049203105183;95.40049203105183;101.53313863393127;101.53313863393127;101.48968498905373;101.48968498905373;105.28940934364599;105.28940934364599;103.53899639639427;103.53899639639427;108.46075086573569;108.46075086573569;108.43325529189251;108.43325529189251;108.62474520769564;108.62474520769564;110.53483601031925;110.53483601031925;117.97837611973476;117.97837611973476;119.14658138148741;119.14658138148741;195.0458547661055;195.0458547661055;208.0378084437863;208.0378084437863;209.02746760255766;209.02746760255766;221.19989694859783;221.19989694859783
1253487ab2,68,11.546156960510778,True,13.928302600716362,17.520214886963704;18.990640774901966;19.407536480941175;20.416031921772607;31.70023354615246;73.85991779695188;80.0463725981277;79.92183604509387;80.83926440428021;80.31570287150366;82.92979652356637;85.35566239195705;86.6427371528383;86.48145113202237;86.75021610197987;88.65177167412338;91.57255057713135;95.02046133526422;91.16136677498268;95.40049203105183;101.53313863393127;101.48968498905373;105.28940934364599;103.53899639639427;108.46075086573569;108.43325529189251;108.62474520769564;110.53483601031925;117.97837611973476;119.14658138148741;195.0458547661055;208.0378084437863;209.02746760255766;221.19989694859783
5b4fc94e4e,49,12.478501213326657,True,13.928302600716362,17.520214886963704;18.990640774901966;19.407536480941175;20.416031921772607;31.70023354615246;73.85991779695188;80.0463725981277;79.92183604509387;80.83926440428021;80.31570287150366;82.92979652356637;85.35566239195705;86.6427371528383;86.48145113202237;86.75021610197987;88.65177167412338;91.57255057713135;95.02046133526422;91.16136677498268;95.40049203105183;101.53313863393127;101.48968498905373;105.28940934364599;103.53899639639427;108.46075086573569;108.43325529189251;108.62474520769564;110.53483601031925;117.97837611973476;119.14658138148741;195.0458547661055;208.0378084437863;209.02746760255766;221.19989694859783
9af271ce02,64,12.510480966494807,True,13.928302600716362,17.520214886963704;18.990640774901966;19.407536480941175;20.416031921772607;31.70023354615246;73.85991779695188;80.0463725981277;79.92183604509387;80.83926440428021;80.31570287150366;82.92979652356637;85.35566239195705;86.6427371528383;86.48145113202237;86.75021610197987;88.65177167412338;91.57255057713135;95.02046133526422;91.16136677498268;95.40049203105183;101.53313863393127;101.48968498905373;105.28940934364599;103.53899639639427;108.46075086573569;108.43325529189251;108.62474520769564;110.53483601031925;117.97837611973476;119.14658138148741;195.0458547661055;208.0378084437863;209.02746760255766;221.19989694859783
ad393d5f9a,42,12.6797354416835,True,13.928302600716362,17.520214886963704;18.990640774901966;19.407536480941175;20.416031921772607;31.70023354615246;73.85991779695188;80.0463725981277;79.92183604509387;80.83926440428021;80.31570287150366;82.92979652356637;85.35566239195705;86.6427371528383;86.48145113202237;86.75021610197987;88.65177167412338;91.57255057713135;95.02046133526422;91.16136677498268;95.40049203105183;101.53313863393127;101.48968498905373;105.28940934364599;103.53899639639427;108.46075086573569;108.43325529189251;108.62474520769564;110.53483601031925;117.97837611973476;119.14658138148741;195.0458547661055;208.0378084437863;209.02746760255766;221.19989694859783
